"","carat","cut","color","clarity","depth","table","price","x","y","z"
"2586",0.42,"Very Good","H","VVS2",62.4,57,921,4.78,4.83,3
"2587",0.54,"Ideal","D","VS1",61.4,53,1955,5.28,5.3,3.25
"2588",0.5,"Ideal","E","VS1",62.2,57,1724,5.13,5.1,3.18
"2589",0.81,"Ideal","H","SI1",62.8,57,2482,5.95,5.92,3.73
"2590",0.52,"Ideal","E","VS2",61.5,56,1576,5.18,5.2,3.19
"2591",0.42,"Very Good","E","VS2",62.8,59,958,4.76,4.8,3
"2592",1.5,"Very Good","F","SI1",63,55,10372,7.27,7.31,4.59
"2593",1.03,"Good","H","SI1",63.3,57,4843,6.39,6.41,4.05
"2594",0.3,"Good","E","SI1",63.4,56,526,4.23,4.25,2.69
"2595",2.01,"Premium","H","SI2",62.5,62,11825,8.09,8.04,5.04
"2596",1.13,"Ideal","G","IF",61.7,57,10228,6.65,6.7,4.12
"2597",0.75,"Very Good","D","VVS2",59.4,59,4656,5.88,5.94,3.51
"2598",1.95,"Very Good","H","SI1",62.9,58,14603,7.86,7.94,4.97
"2599",0.23,"Very Good","F","VVS2",61,59,465,3.93,3.97,2.41
"2600",1.3,"Good","J","VS2",63.6,59,5269,6.9,6.87,4.38
"2601",0.33,"Good","D","SI2",63.3,53,492,4.39,4.42,2.79
"2602",0.53,"Ideal","E","VVS1",61.7,57,2407,5.17,5.21,3.2
"2603",0.31,"Premium","H","VVS2",62.3,60,625,4.31,4.36,2.7
"2604",0.73,"Ideal","G","VVS2",62.1,56,3396,5.78,5.81,3.59
"2605",0.64,"Ideal","E","VS2",62,55,2238,5.52,5.55,3.43
"2606",0.32,"Ideal","E","SI2",62,55,576,4.41,4.36,2.72
"2607",1.09,"Ideal","E","VS2",62.4,55,7978,6.55,6.6,4.1
"2608",0.72,"Ideal","I","VS2",61.7,56,2650,5.73,5.78,3.55
"2609",1.01,"Very Good","F","SI1",59.5,62,4899,6.45,6.53,3.86
"2610",0.32,"Ideal","D","VS2",62.1,56,758,4.39,4.43,2.74
"2611",0.56,"Ideal","G","VS1",60.7,57,1682,5.27,5.34,3.22
"2612",0.91,"Premium","H","SI1",62.2,56,3180,6.23,6.18,3.86
"2613",1.82,"Premium","G","SI1",62.7,58,15162,7.75,7.68,4.84
"2614",1.15,"Premium","I","SI2",62.6,57,4347,6.73,6.69,4.2
"2615",0.3,"Very Good","E","SI1",60.9,58,499,4.31,4.33,2.63
"2616",0.39,"Ideal","G","SI1",60.5,56,866,4.77,4.79,2.89
"2617",1.51,"Premium","F","SI1",63,58,11957,7.32,7.28,4.6
"2618",1.2,"Premium","H","SI2",62.1,57,3965,6.84,6.69,4.21
"2619",1.02,"Very Good","E","SI2",63.3,58,4540,6.31,6.4,4.02
"2620",2.03,"Ideal","J","VS2",62.1,57,13880,8.15,8.08,5.04
"2621",0.76,"Premium","J","SI1",58.4,59,1904,6.01,5.97,3.51
"2622",0.41,"Good","J","IF",63.5,54,827,4.7,4.75,3
"2623",1.01,"Premium","E","SI2",60,61,4921,6.53,6.47,3.9
"2624",1.12,"Very Good","I","VS2",62.9,55.9,5249,6.59,6.62,4.16
"2625",0.38,"Ideal","E","SI2",61.5,55,603,4.69,4.72,2.89
"2626",0.7,"Very Good","F","VS2",58.9,58,2362,5.77,5.8,3.41
"2627",0.4,"Premium","G","SI1",62,59,702,4.71,4.74,2.93
"2628",0.73,"Ideal","G","VVS2",61,56,3783,5.82,5.86,3.56
"2629",1.01,"Premium","J","SI2",59.3,56,2683,6.51,6.45,3.84
"2630",0.24,"Very Good","F","VVS1",59,58,552,4.07,4.1,2.41
"2631",1.04,"Good","J","SI2",64.2,59,3425,6.47,6.38,4.13
"2632",0.43,"Very Good","G","VVS1",61.3,57,1207,4.85,4.87,2.98
"2633",0.33,"Premium","H","IF",61.7,59,1010,4.45,4.43,2.74
"2634",0.41,"Premium","E","VVS1",60,61,1130,4.86,4.78,2.89
"2635",0.91,"Good","G","VS1",63.6,60,4209,6.11,6.03,3.86
"2636",0.7,"Very Good","E","SI1",63,55,2537,5.61,5.66,3.55
"2637",1.21,"Very Good","H","SI1",63.1,60,5871,6.74,6.69,4.24
"2638",0.3,"Very Good","E","VS2",62.4,56,658,4.26,4.33,2.68
"2639",0.3,"Ideal","H","SI1",62.1,56,465,4.3,4.32,2.67
"2640",0.39,"Good","E","VVS2",61.5,61,943,4.73,4.74,2.91
"2641",1.05,"Very Good","H","VS2",63.2,58,5292,6.46,6.39,4.06
"2642",1.45,"Ideal","J","VS2",61.9,59,7477,7.16,7.21,4.45
"2643",2.03,"Ideal","I","SI2",60.8,59,13398,8.12,8.2,4.96
"2644",0.41,"Premium","G","VS1",61.9,60,961,4.76,4.7,2.93
"2645",0.27,"Ideal","G","VS2",61.5,56,490,4.16,4.18,2.56
"2646",1.08,"Premium","G","VS1",63,59,7523,6.56,6.5,4.11
"2647",0.59,"Very Good","E","VS2",60.8,57,2068,5.37,5.42,3.28
"2648",0.44,"Premium","E","VS2",62.3,59,1003,4.81,4.91,3.03
"2649",0.3,"Ideal","F","VS2",61.7,58,573,4.28,4.31,2.65
"2650",0.31,"Premium","J","VS2",62.4,60,488,4.33,4.29,2.69
"2651",0.7,"Ideal","F","SI1",62.7,57,2515,5.66,5.7,3.56
"2652",2.01,"Ideal","G","SI1",59.2,57,17492,8.23,8.19,4.86
"2653",1.74,"Very Good","H","I1",63.2,55,4677,7.62,7.59,4.8
"2654",0.71,"Ideal","J","VS2",61.5,59,2047,5.71,5.74,3.52
"2655",0.75,"Good","E","SI1",63.4,57,2674,5.75,5.77,3.65
"2656",0.41,"Premium","F","SI1",61.8,58,969,4.76,4.75,2.94
"2657",1.12,"Premium","I","VS1",59.6,58,4987,6.82,6.77,4.05
"2658",0.42,"Ideal","E","SI1",62.6,57,773,4.81,4.84,3.02
"2659",0.71,"Very Good","G","SI1",60,59,2711,5.76,5.8,3.47
"2660",0.33,"Ideal","G","VS2",61.2,55,743,4.49,4.46,2.74
"2661",1.5,"Good","H","VS2",63.9,59,8165,7.25,7.18,4.61
"2662",0.3,"Ideal","E","VS2",61.3,57,658,4.29,4.33,2.64
"2663",0.7,"Ideal","G","VS1",61.4,59,2780,5.64,5.73,3.49
"2664",0.54,"Ideal","F","SI1",60.5,57,1385,5.25,5.27,3.18
"2665",0.3,"Ideal","G","VS1",61.4,55,605,4.31,4.36,2.66
"2666",0.78,"Ideal","G","SI2",62.1,54,2561,5.92,5.94,3.68
"2667",0.55,"Ideal","G","SI2",62.1,56,1117,5.25,5.22,3.25
"2668",0.9,"Premium","G","SI1",62.9,58,3774,6.11,6.02,3.82
"2669",0.51,"Ideal","J","SI2",62.1,56,885,5.1,5.14,3.18
"2670",0.73,"Ideal","J","VS2",62.8,55,2054,5.69,5.72,3.58
"2671",1.13,"Very Good","G","SI2",60,61,4437,6.71,6.78,4.05
"2672",0.25,"Very Good","E","VVS1",62.9,58,576,4.01,4.03,2.53
"2673",1,"Premium","H","VS1",62.4,58,4950,6.43,6.4,4
"2674",1,"Very Good","H","SI1",63.6,54,4467,6.33,6.37,4.04
"2675",0.72,"Premium","J","VS2",61.4,58,1944,5.76,5.74,3.53
"2676",0.46,"Ideal","G","VVS1",61.6,55,1800,5,5.03,3.09
"2677",0.31,"Premium","D","VS2",61.2,59,942,4.37,4.32,2.66
"2678",1.31,"Very Good","H","SI1",60.3,58,7189,7.02,7.1,4.26
"2679",0.56,"Ideal","F","VS1",61.9,55,2016,5.36,5.32,3.3
"2680",1.9,"Premium","G","SI2",63,58,13919,7.93,7.86,4.97
"2681",0.3,"Ideal","G","IF",62.1,54,863,4.3,4.33,2.68
"2682",1.01,"Very Good","F","SI2",61.8,56,4298,6.43,6.38,3.96
"2683",0.36,"Ideal","F","VS2",62,55,726,4.55,4.58,2.83
"2684",1.02,"Premium","F","SI2",62.7,59,4227,6.45,6.38,4.02
"2685",0.5,"Very Good","G","SI1",62.4,52,1153,5.1,5.15,3.2
"2686",1.11,"Ideal","I","VS2",62.2,56,5073,6.69,6.62,4.14
"2687",0.23,"Very Good","E","VS2",60.8,58,402,3.98,4.02,2.43
"2688",0.33,"Very Good","G","VS1",59.7,61,666,4.44,4.47,2.66
"2689",0.42,"Premium","F","VS2",61.9,58,884,4.76,4.8,2.96
"2690",0.91,"Fair","H","SI1",65.8,58,2854,6.04,6.01,3.96
"2691",0.6,"Very Good","H","VS2",60.8,60,1557,5.39,5.44,3.29
"2692",1.2,"Very Good","F","VS1",61.6,61,9203,6.81,6.86,4.21
"2693",0.4,"Premium","F","SI1",62.3,57,945,4.74,4.67,2.93
"2694",0.3,"Ideal","G","VS1",61.5,57,776,4.34,4.31,2.66
"2695",2.06,"Premium","G","SI2",62.7,58,17650,8.12,8.09,5.08
"2696",2.02,"Ideal","J","VS2",61.8,57,14766,8.11,8.14,5.02
"2697",0.33,"Very Good","D","VVS2",61.9,56,856,4.44,4.48,2.76
"2698",0.7,"Very Good","H","VS2",63.2,57,2137,5.58,5.62,3.54
"2699",0.38,"Ideal","I","VS1",61.7,55.4,703,4.67,4.7,2.89
"2700",0.7,"Ideal","E","VS2",61,56,3376,5.76,5.79,3.52
"2701",0.51,"Ideal","E","SI1",61.4,56,1377,5.15,5.17,3.17
"2702",1.03,"Fair","I","VS1",57.6,58,4328,6.67,6.58,3.81
"2703",1.51,"Premium","D","SI1",62.5,60,11760,7.27,7.23,4.54
"2704",0.28,"Very Good","H","VVS2",62.4,54,450,4.2,4.23,2.63
"2705",0.32,"Ideal","D","VS2",61.6,56,972,4.4,4.37,2.7
"2706",0.7,"Very Good","E","SI1",62.7,59,2753,5.63,5.67,3.54
"2707",1.07,"Premium","G","SI1",60.5,62,4949,6.69,6.6,4.02
"2708",0.61,"Premium","I","VS1",60,61,1614,5.53,5.5,3.31
"2709",0.7,"Good","G","SI2",59.4,61,1948,5.77,5.81,3.44
"2710",0.5,"Very Good","F","SI1",62.7,61,1197,5.01,5.07,3.16
"2711",1.1,"Ideal","J","SI2",60.1,57,4624,6.77,6.74,4.06
"2712",0.91,"Very Good","E","SI1",62.4,57,4211,6.11,6.23,3.85
"2713",0.71,"Premium","G","VS2",60.3,60,2694,5.81,5.76,3.49
"2714",0.4,"Good","G","VS1",63.4,56,783,4.68,4.72,2.98
"2715",0.62,"Fair","F","VVS2",57.1,60,2088,5.65,5.7,3.24
"2716",1.01,"Very Good","F","SI1",63.2,56,5107,6.32,6.37,4.01
"2717",1.25,"Ideal","E","VVS1",62.6,56,13536,6.83,6.91,4.3
"2718",0.7,"Premium","D","VS1",61,59,3501,5.79,5.72,3.51
"2719",0.66,"Premium","D","VS1",61,58,2861,5.67,5.57,3.43
"2720",0.74,"Ideal","G","SI1",61.3,55,2852,5.85,5.86,3.59
"2721",2.03,"Very Good","J","VVS2",63.2,60,16043,7.94,7.88,5
"2722",1.16,"Ideal","G","SI2",61.9,56,4880,6.73,6.77,4.18
"2723",0.42,"Ideal","G","SI2",60.9,56,971,4.87,4.89,2.97
"2724",0.4,"Good","F","SI1",63.6,59,678,4.64,4.67,2.96
"2725",0.24,"Ideal","F","VVS2",61.7,59,526,4.01,4.03,2.48
"2726",1.01,"Premium","F","VS1",62.5,58,7602,6.42,6.37,4
"2727",1.21,"Ideal","H","SI2",62.1,55,5692,6.87,6.82,4.25
"2728",0.9,"Very Good","G","SI1",61.3,60,3841,6.14,6.17,3.77
"2729",1.2,"Premium","I","VS2",61.3,60,4131,6.79,6.75,4.15
"2730",1.57,"Premium","J","SI2",59.6,56,6031,7.59,7.5,4.5
"2731",0.44,"Ideal","E","SI1",62.6,56,1040,4.9,4.84,3.05
"2732",1.14,"Ideal","J","SI1",61.7,54,4708,6.71,6.74,4.15
"2733",0.4,"Good","E","SI1",63.6,57,687,4.65,4.69,2.97
"2734",0.4,"Ideal","F","SI1",62.6,54,918,4.77,4.7,2.96
"2735",0.7,"Ideal","H","SI2",60.6,54,1715,5.73,5.65,3.45
"2736",0.31,"Good","F","VS2",64.2,59,744,4.3,4.23,2.74
"2737",0.3,"Ideal","D","SI1",61.9,57,524,4.28,4.32,2.66
"2738",1.2,"Premium","F","VVS2",62.8,60,10580,6.79,6.74,4.25
"2739",0.4,"Very Good","I","VVS1",63.5,57,1080,4.68,4.65,2.96
"2740",0.77,"Premium","J","SI1",61.8,59,1909,5.82,5.86,3.61
"2741",0.42,"Very Good","I","VS1",60.4,60,791,4.82,4.88,2.93
"2742",0.61,"Very Good","G","VS2",62,57,1861,5.44,5.47,3.38
"2743",1.54,"Very Good","I","VS1",61.1,63,10349,7.43,7.36,4.52
"2744",1.01,"Premium","G","SI2",60.5,58,4327,6.55,6.47,3.94
"2745",1.5,"Premium","F","SI1",61.9,60,10940,7.26,7.21,4.48
"2746",0.95,"Premium","F","SI2",62.4,59,4171,6.26,6.21,3.89
"2747",0.34,"Good","E","SI1",63.3,57,556,4.44,4.47,2.82
"2748",1.2,"Ideal","D","VS2",61.4,55,9596,6.87,6.78,4.19
"2749",1.01,"Ideal","I","SI1",60.3,58,4641,6.5,6.56,3.94
"2750",0.4,"Good","E","VVS1",59.4,61,1088,4.8,4.83,2.86
"2751",0.54,"Very Good","F","SI2",61.2,57.4,1311,5.23,5.25,3.21
"2752",2.33,"Ideal","I","VS2",62,57,17504,8.52,8.45,5.26
"2753",0.51,"Ideal","I","VS2",60.5,58,1268,5.15,5.2,3.13
"2754",0.52,"Very Good","E","SI2",64,55,1059,5.07,5.11,3.26
"2755",0.6,"Premium","F","VVS2",61.1,58,2560,5.41,5.45,3.32
"2756",1.53,"Premium","F","SI2",62.7,60,9596,7.34,7.28,4.58
"2757",1.17,"Ideal","G","SI2",62,55,5012,6.81,6.74,4.2
"2758",1.04,"Very Good","D","VS1",62.3,59,8192,6.39,6.48,4.01
"2759",0.41,"Ideal","G","VS1",61.4,55,899,4.78,4.8,2.94
"2760",0.7,"Very Good","G","VVS2",63.4,59,2905,5.62,5.64,3.57
"2761",1.02,"Good","G","VS1",57.3,59,5706,6.71,6.65,3.83
"2762",1.59,"Good","F","SI2",63.6,57,9100,7.43,7.39,4.71
"2763",1.08,"Very Good","G","VVS2",63.1,56,7862,6.58,6.51,4.13
"2764",1,"Good","F","SI1",64,57,4452,6.33,6.29,4.04
"2765",0.55,"Premium","F","VS2",62.2,58,1698,5.26,5.22,3.26
"2766",1.08,"Ideal","H","VS2",61.9,54,5850,6.64,6.61,4.1
"2767",0.4,"Good","G","IF",59.7,62,1120,4.75,4.8,2.85
"2768",1.01,"Very Good","G","VVS2",63.2,59,7267,6.35,6.27,3.99
"2769",1.16,"Premium","H","SI2",60.2,59,4872,6.84,6.78,4.1
"2770",0.23,"Very Good","D","VS1",62.4,56,468,3.93,3.98,2.46
"2771",1.13,"Premium","I","SI1",61.8,59,4536,6.65,6.68,4.12
"2772",0.44,"Ideal","D","VS1",62.3,55,1235,4.85,4.88,3.03
"2773",1.22,"Ideal","I","SI2",61.8,57,4612,6.9,6.83,4.23
"2774",1.67,"Ideal","H","VS2",61.7,55,12327,7.68,7.61,4.72
"2775",1.58,"Very Good","I","SI1",63.1,55,8782,7.42,7.45,4.69
"2776",0.36,"Ideal","E","VS2",61.1,57,673,4.56,4.61,2.8
"2777",0.31,"Ideal","H","SI1",61.5,55,464,4.39,4.42,2.71
"2778",1.01,"Premium","I","SI2",61.7,60,3818,6.4,6.34,3.93
"2779",0.3,"Premium","E","VVS2",60.1,59,1013,4.37,4.32,2.61
"2780",0.27,"Very Good","E","VVS2",61.2,60,606,4.16,4.17,2.55
"2781",1.05,"Very Good","J","SI1",62.5,58,4199,6.47,6.52,4.06
"2782",0.51,"Ideal","F","SI1",61.1,55,1593,5.22,5.16,3.17
"2783",0.42,"Very Good","D","VVS1",62.8,56,1547,4.76,4.8,3
"2784",1.54,"Very Good","I","VVS2",62.7,57,10518,7.35,7.43,4.63
"2785",0.54,"Very Good","D","SI1",62.1,56,1662,5.22,5.25,3.25
"2786",1.56,"Very Good","G","VVS1",59.7,59,15334,7.48,7.57,4.49
"2787",0.56,"Very Good","E","VS1",62.7,60,1931,5.25,5.28,3.3
"2788",0.51,"Good","F","VS2",63.1,59,1444,5.04,5.1,3.2
"2789",1.07,"Very Good","H","SI1",59.2,61,5143,6.65,6.67,3.94
"2790",0.55,"Ideal","F","VS2",61.7,56,1819,5.3,5.26,3.26
"2791",1,"Fair","F","SI1",56.9,63,4688,6.45,6.52,3.69
"2792",0.33,"Ideal","F","VS2",61.9,55,666,4.43,4.46,2.75
"2793",1.61,"Premium","J","IF",62.1,58,10165,7.47,7.53,4.66
"2794",0.31,"Very Good","G","SI2",63.2,55,523,4.33,4.31,2.73
"2795",0.42,"Ideal","D","VVS2",61.4,56,1389,4.85,4.82,2.97
"2796",0.31,"Ideal","E","VS2",60.9,57,745,4.36,4.38,2.66
"2797",1.05,"Premium","G","SI2",61.8,60,4198,6.49,6.46,4
"2798",0.55,"Premium","F","VS2",59.7,58,1698,5.37,5.31,3.19
"2799",0.42,"Ideal","F","VS1",61,57,1103,4.87,4.84,2.96
"2800",1.33,"Premium","I","SI2",62.4,58,5832,7.04,7.02,4.39
"2801",0.32,"Premium","D","VVS2",61.5,60,990,4.41,4.37,2.7
"2802",1.06,"Ideal","F","VVS2",62.1,57,8954,6.5,6.54,4.05
"2803",0.45,"Good","G","VS1",58.1,61.2,1154,5.02,5.07,2.93
"2804",0.43,"Premium","E","SI1",60.2,60,792,4.89,4.94,2.96
"2805",0.41,"Fair","H","SI1",65.4,61,659,4.51,4.63,2.99
"2806",1.05,"Very Good","E","SI2",63.2,59,4281,6.43,6.36,4.04
"2807",1.01,"Very Good","G","VS2",62.5,60,5519,6.31,6.37,3.96
"2808",0.43,"Premium","G","VVS1",62.3,59,1264,4.83,4.77,2.99
"2809",0.5,"Premium","E","SI2",61.4,58,1240,5.11,5.09,3.13
"2810",0.31,"Ideal","G","VVS1",60.6,57,1046,4.4,4.38,2.66
"2811",1.02,"Ideal","H","SI2",61.8,55,4284,6.51,6.47,4.01
"2812",1.05,"Very Good","H","SI1",60.5,58,5406,6.55,6.6,3.98
"2813",1.31,"Ideal","G","SI1",63.4,57,7277,6.97,6.87,4.4
"2814",0.39,"Premium","G","VS2",62.4,56,1009,4.68,4.64,2.91
"2815",0.32,"Ideal","G","VVS2",61.6,55,730,4.41,4.42,2.72
"2816",1.3,"Premium","F","VS2",60.4,59,9909,7.06,7.12,4.28
"2817",1.62,"Ideal","G","VS1",62.7,56,15246,7.44,7.51,4.69
"2818",0.34,"Ideal","E","SI1",61.2,57,637,4.48,4.51,2.75
"2819",1.2,"Ideal","F","VS2",62.6,56,8486,6.78,6.73,4.23
"2820",0.71,"Ideal","F","SI2",59.9,59,2161,5.79,5.83,3.48
"2821",0.57,"Ideal","E","SI1",60.8,55,1670,5.39,5.41,3.28
"2822",0.31,"Ideal","G","VS2",61.7,57,544,4.33,4.36,2.68
"2823",0.33,"Ideal","E","VS1",60.2,57,1002,4.52,4.48,2.71
"2824",2.01,"Very Good","H","VS2",60.7,56,18561,8.08,8.17,4.93
"2825",1.22,"Ideal","H","SI1",62.2,54,6727,6.83,6.86,4.26
"2826",0.32,"Very Good","H","VS1",62.8,55,561,4.35,4.41,2.75
"2827",0.9,"Ideal","H","SI2",62.3,57,3794,6.16,6.19,3.85
"2828",0.72,"Ideal","H","VS1",62.3,56,2819,5.73,5.77,3.58
"2829",0.55,"Ideal","E","SI2",62,56,1221,5.27,5.31,3.28
"2830",0.7,"Very Good","G","VS2",59.3,60,2539,5.77,5.83,3.43
"2831",0.7,"Very Good","D","SI1",62.9,63,2475,5.64,5.59,3.53
"2832",0.32,"Ideal","G","IF",61.8,55,954,4.41,4.43,2.73
"2833",0.42,"Ideal","D","SI1",61.8,57,810,4.77,4.81,2.96
"2834",1.01,"Very Good","D","SI1",61.5,61,5542,6.37,6.47,3.95
"2835",0.5,"Premium","F","SI1",62.7,61,1286,5.07,5.01,3.16
"2836",0.35,"Ideal","I","VS2",62.5,57,630,4.53,4.5,2.82
"2837",0.54,"Premium","G","SI2",61.4,59,1090,5.21,5.24,3.21
"2838",1.52,"Premium","D","SI2",60.2,60,8737,7.4,7.46,4.47
"2839",1.13,"Ideal","E","VVS2",61.6,56,11115,6.69,6.71,4.13
"2840",0.72,"Premium","D","SI1",61.4,59,2903,5.79,5.71,3.53
"2841",0.78,"Ideal","G","VS2",61.7,56,3613,5.89,5.94,3.65
"2842",0.37,"Premium","F","SI1",60.3,58,616,4.62,4.66,2.8
"2843",0.9,"Ideal","G","VS1",61.6,55,4460,6.27,6.23,3.85
"2844",2.07,"Ideal","G","SI2",62.2,54,17614,8.16,8.21,5.09
"2845",0.33,"Ideal","H","VVS2",61.9,57,666,4.41,4.44,2.74
"2846",0.8,"Ideal","G","SI2",61.6,56,2856,5.97,6.01,3.69
"2847",0.52,"Ideal","F","IF",60.3,60,2427,5.24,5.27,3.17
"2848",1.15,"Ideal","H","SI2",62.6,55,4572,6.74,6.65,4.19
"2849",1.26,"Ideal","H","VS1",61.4,56,7691,7.01,6.97,4.29
"2850",0.3,"Ideal","D","VS1",62.8,57,742,4.27,4.3,2.69
"2851",0.33,"Ideal","F","VVS1",62.1,56,828,4.43,4.46,2.76
"2852",0.76,"Ideal","H","VS2",61.9,55,3016,5.85,5.88,3.64
"2853",1.23,"Ideal","G","VVS2",62.2,55,10317,6.86,6.9,4.28
"2854",1.51,"Very Good","H","SI1",59.9,55,9218,7.44,7.52,4.48
"2855",0.35,"Ideal","E","VVS1",62.2,56,1116,4.53,4.51,2.81
"2856",0.31,"Ideal","E","VS1",61.8,56,734,4.34,4.37,2.69
"2857",1.53,"Ideal","I","SI2",61.3,59,8062,7.42,7.39,4.54
"2858",1,"Premium","H","VS2",59.7,59,5139,6.57,6.52,3.91
"2859",1.5,"Premium","F","VS2",61.1,59,11255,7.37,7.35,4.5
"2860",0.5,"Premium","F","SI2",62.2,54,1094,5.14,5.08,3.18
"2861",0.5,"Very Good","F","VS1",58.8,60,1657,5.18,5.2,3.05
"2862",1.51,"Premium","G","VS2",62.7,58,12756,7.2,7.31,4.55
"2863",1,"Good","D","SI2",64.3,59,4065,6.21,6.3,4.02
"2864",0.35,"Ideal","E","IF",61.4,56,1197,4.53,4.56,2.79
"2865",0.32,"Ideal","H","VS2",62.1,56,505,4.37,4.42,2.73
"2866",0.78,"Ideal","G","VS2",62,57,3590,5.9,5.86,3.65
"2867",0.32,"Ideal","G","VS2",59.8,57,561,4.43,4.46,2.66
"2868",0.57,"Very Good","F","SI1",62,55,1346,5.32,5.37,3.32
"2869",0.74,"Very Good","D","SI1",61.5,59,3138,5.76,5.82,3.56
"2870",1,"Premium","F","VS1",61.3,59,6692,6.45,6.42,3.95
"2871",0.4,"Premium","F","SI1",61.5,60,882,4.77,4.7,2.91
"2872",0.51,"Ideal","F","VVS2",61.2,56,2093,5.17,5.19,3.17
"2873",0.41,"Ideal","G","VS2",59.8,57,1061,4.85,4.81,2.89
"2874",0.91,"Premium","G","SI1",61.8,60,3975,6.21,6.18,3.83
"2875",0.7,"Ideal","E","VS1",60.5,56,3419,5.78,5.83,3.51
"2876",0.51,"Ideal","D","VS2",61.9,57,1787,5.11,5.13,3.17
"2877",0.41,"Premium","E","VVS1",62.9,59,1431,4.76,4.72,2.98
"2878",0.33,"Good","F","VS2",59.5,61,643,4.49,4.54,2.68
"2879",0.34,"Ideal","E","SI1",62.2,54,714,4.5,4.47,2.79
"2880",1.25,"Premium","I","SI2",60.1,60,4340,6.99,6.95,4.19
"2881",0.29,"Very Good","G","VS1",62.1,59,426,4.22,4.25,2.63
"2882",0.74,"Ideal","D","SI2",61.1,57,2690,5.81,5.84,3.56
"2883",0.54,"Premium","F","VS2",61.8,58,1786,5.29,5.22,3.25
"2884",1.24,"Ideal","F","SI2",60,56,5000,7.03,7,4.21
"2885",0.4,"Ideal","D","VVS2",61.3,56,1263,4.75,4.78,2.92
"2886",0.76,"Ideal","E","VS2",61.5,56,3192,5.92,5.89,3.63
"2887",0.32,"Ideal","G","VVS1",61.8,56,786,4.39,4.41,2.72
"2888",0.71,"Good","I","VS1",63.3,56,2306,5.65,5.69,3.59
"2889",0.33,"Ideal","G","VS2",61.6,55,743,4.46,4.43,2.74
"2890",0.33,"Premium","I","SI1",60.4,59,557,4.54,4.5,2.73
"2891",0.74,"Ideal","J","VS1",61.2,56,1985,5.82,5.87,3.58
"2892",1.1,"Ideal","F","SI1",61.6,54,6621,6.66,6.69,4.11
"2893",0.5,"Ideal","G","VVS2",62.1,55,1838,5.05,5.09,3.15
"2894",0.42,"Good","E","SI1",63.4,56,773,4.74,4.82,3.03
"2895",1.04,"Ideal","E","VVS2",62,58,9552,6.54,6.46,4.03
"2896",0.44,"Premium","G","VVS1",60.9,59,1235,4.9,4.96,3
"2897",0.7,"Good","I","VS2",63.6,58,2010,5.57,5.59,3.55
"2898",0.5,"Fair","D","VVS1",65.9,64,1792,4.92,5.03,3.28
"2899",0.26,"Very Good","D","VS1",60,56,425,4.15,4.18,2.5
"2900",0.91,"Premium","H","SI1",60.9,58,3475,6.22,6.26,3.8
"2901",0.78,"Ideal","G","SI2",61.7,54,2485,5.93,5.97,3.67
"2902",1.76,"Premium","I","VS2",62.4,58,9659,7.7,7.65,4.79
"2903",1.17,"Ideal","H","VS2",62.4,58,6558,6.73,6.71,4.19
"2904",0.51,"Very Good","G","VS2",62.9,58,1438,5.06,5.11,3.2
"2905",1.7,"Ideal","J","VS2",62.5,57,9414,7.6,7.63,4.76
"2906",0.35,"Ideal","E","SI1",62.3,56,788,4.56,4.53,2.83
"2907",0.65,"Premium","G","SI1",59.9,59,1712,5.69,5.62,3.39
"2908",1.26,"Ideal","E","SI2",62.4,57,4939,6.91,6.85,4.29
"2909",1.52,"Ideal","J","VVS2",62.6,58,9541,7.32,7.34,4.59
"2910",0.34,"Premium","J","VS2",62.3,60,536,4.49,4.46,2.79
"2911",0.71,"Ideal","D","SI1",63,55,2694,5.64,5.57,3.53
"2912",0.7,"Fair","F","SI2",58.2,66,1920,5.77,5.74,3.35
"2913",0.44,"Very Good","H","VVS1",63.1,56,1016,4.83,4.87,3.06
"2914",0.34,"Premium","F","SI1",59.8,58,566,4.53,4.57,2.72
"2915",0.64,"Ideal","D","VS1",61.5,56,2787,5.54,5.55,3.41
"2916",0.9,"Very Good","J","VS1",62.5,56,3188,6.11,6.21,3.85
"2917",0.28,"Very Good","H","VVS1",58.5,61,480,4.27,4.31,2.51
"2918",3.22,"Ideal","I","I1",62.6,55,12545,9.49,9.42,5.92
"2919",0.26,"Ideal","F","IF",62,56,733,4.07,4.1,2.53
"2920",1.03,"Premium","H","VS2",61,58,5579,6.53,6.46,3.96
"2921",1.2,"Very Good","I","VS1",62.8,54.5,6652,6.75,6.79,4.25
"2922",1.01,"Ideal","D","VS2",62.6,54,7602,6.46,6.42,4.03
"2923",0.4,"Premium","F","VVS2",60.8,59,1163,4.76,4.72,2.88
"2924",0.41,"Ideal","F","VS1",61.8,56,1007,4.75,4.79,2.95
"2925",0.72,"Ideal","E","SI2",61.9,55,2398,5.76,5.78,3.57
"2926",1.2,"Premium","E","SI1",60.9,57,7274,6.86,6.8,4.16
"2927",0.59,"Ideal","F","VVS2",62,54,2679,5.36,5.38,3.33
"2928",1.01,"Premium","H","SI1",61.2,59,4191,6.45,6.4,3.93
"2929",0.31,"Good","G","SI1",63.2,54,462,4.31,4.33,2.73
"2930",0.9,"Very Good","G","SI1",63.4,54,3615,6.11,6.16,3.89
"2931",0.23,"Very Good","E","VVS1",61.4,60,472,3.95,3.97,2.43
"2932",0.31,"Premium","F","VS2",62.3,60,625,4.32,4.35,2.7
"2933",0.52,"Very Good","G","SI2",63.1,56,1151,5.12,5.08,3.22
